	BioProject	Title	collection_date	geo_loc_name	lat_lon	isolate	depth	elev	isolation_source	host	sample_type	description	env_broad_scale	env_local_scale	env_medium	BioSampleModel	replicate	BioProject.1	rel_to_oxygen	samp_collect_device	samp_size	cultivar	plot	BioSample	Target	Layout	Primer_set	Region	Extraction_method	Fwd_file	Rev_file
SRR7497231	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	93.fastq	SRR7497231
SRR7497232	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	12.fastq	SRR7497232
SRR7497233	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	11.fastq	SRR7497233
SRR7497234	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	14.fastq	SRR7497234
SRR7497235	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	13.fastq	SRR7497235
SRR7497236	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	16.fastq	SRR7497236
SRR7497237	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	15.fastq	SRR7497237
SRR7497238	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	18.fastq	SRR7497238
SRR7497239	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	17.fastq	SRR7497239
SRR7497240	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	20.fastq	SRR7497240
SRR7497241	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	19.fastq	SRR7497241
SRR7497242	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	123.fastq	SRR7497242
SRR7497243	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	124.fastq	SRR7497243
SRR7497244	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	121.fastq	SRR7497244
SRR7497245	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	122.fastq	SRR7497245
SRR7497246	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	127.fastq	SRR7497246
SRR7497247	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	128.fastq	SRR7497247
SRR7497248	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	125.fastq	SRR7497248
SRR7497249	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	126.fastq	SRR7497249
SRR7497250	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	92.fastq	SRR7497250
SRR7497251	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	91.fastq	SRR7497251
SRR7497252	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	129.fastq	SRR7497252
SRR7497253	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	130.fastq	SRR7497253
SRR7497254	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	96.fastq	SRR7497254
SRR7497255	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	95.fastq	SRR7497255
SRR7497256	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	98.fastq	SRR7497256
SRR7497257	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	97.fastq	SRR7497257
SRR7497258	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	132.fastq	SRR7497258
SRR7497259	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	131.fastq	SRR7497259
SRR7497260	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	89.fastq	SRR7497260
SRR7497261	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	90.fastq	SRR7497261
SRR7497262	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	83.fastq	SRR7497262
SRR7497263	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	84.fastq	SRR7497263
SRR7497264	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	81.fastq	SRR7497264
SRR7497265	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	82.fastq	SRR7497265
SRR7497266	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	87.fastq	SRR7497266
SRR7497267	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	88.fastq	SRR7497267
SRR7497268	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	85.fastq	SRR7497268
SRR7497269	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	86.fastq	SRR7497269
SRR7497270	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	78.fastq	SRR7497270
SRR7497271	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	77.fastq	SRR7497271
SRR7497272	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	76.fastq	SRR7497272
SRR7497273	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	75.fastq	SRR7497273
SRR7497274	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	74.fastq	SRR7497274
SRR7497275	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	73.fastq	SRR7497275
SRR7497276	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	72.fastq	SRR7497276
SRR7497277	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	71.fastq	SRR7497277
SRR7497278	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	80.fastq	SRR7497278
SRR7497279	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	79.fastq	SRR7497279
SRR7497280	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	4.fastq	SRR7497280
SRR7497281	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	3.fastq	SRR7497281
SRR7497282	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	2.fastq	SRR7497282
SRR7497283	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	1.fastq	SRR7497283
SRR7497284	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	8.fastq	SRR7497284
SRR7497285	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	7.fastq	SRR7497285
SRR7497286	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	6.fastq	SRR7497286
SRR7497287	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	5.fastq	SRR7497287
SRR7497288	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	10.fastq	SRR7497288
SRR7497289	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	9.fastq	SRR7497289
SRR7497290	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	61.fastq	SRR7497290
SRR7497291	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	62.fastq	SRR7497291
SRR7497292	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	63.fastq	SRR7497292
SRR7497293	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	64.fastq	SRR7497293
SRR7497294	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	65.fastq	SRR7497294
SRR7497295	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	66.fastq	SRR7497295
SRR7497296	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	67.fastq	SRR7497296
SRR7497297	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	68.fastq	SRR7497297
SRR7497298	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	69.fastq	SRR7497298
SRR7497299	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	70.fastq	SRR7497299
